timestamp,link_id,utilisation,delta_utilisation,queue_proxy
1776783752.278754,0000000000000002:1,0.009596,0.000520,0.006873
1776783752.278785,0000000000000002:2,0.000925,0.000129,0.000686
1776783752.320385,0000000000000003:1,0.000464,0.000075,0.000347
1776783752.320417,0000000000000003:2,0.012867,0.000736,0.009228
1776783752.474929,0000000000000001:1,0.013399,0.000811,0.009623
1776783752.474977,0000000000000001:2,0.000944,0.000146,0.000705
1776783752.474997,0000000000000001:3,0.012725,0.000575,0.009080
1776783753.285608,0000000000000002:1,0.008880,-0.000716,0.006216
1776783753.285660,0000000000000002:2,0.000934,0.000010,0.000657
1776783753.292420,0000000000000004:1,0.012322,-0.001325,0.008626
1776783753.292469,0000000000000004:2,0.008796,-0.000934,0.006157
1776783753.292488,0000000000000004:3,0.000466,-0.000006,0.000326
1776783753.336141,0000000000000003:1,0.000470,0.000006,0.000331
1776783753.336197,0000000000000003:2,0.011793,-0.001074,0.008255
1776783753.480752,0000000000000001:1,0.012534,-0.000866,0.008774
1776783753.480806,0000000000000001:2,0.000935,-0.000009,0.000655
1776783753.480825,0000000000000001:3,0.011941,-0.000784,0.008359
1776783754.345312,0000000000000002:1,0.008862,-0.000018,0.006203
1776783754.345373,0000000000000002:2,0.001046,0.000112,0.000766
1776783754.357365,0000000000000004:1,0.012444,0.000121,0.008747
1776783754.357396,0000000000000004:2,0.008815,0.000019,0.006177
1776783754.357414,0000000000000004:3,0.000530,0.000064,0.000390
1776783754.404088,0000000000000003:1,0.000535,0.000065,0.000394
1776783754.404143,0000000000000003:2,0.011771,-0.000022,0.008240
1776783754.547189,0000000000000001:1,0.012422,-0.000112,0.008695
1776783754.547233,0000000000000001:2,0.001040,0.000104,0.000759
1776783754.547253,0000000000000001:3,0.011809,-0.000132,0.008266
1776783755.352763,0000000000000002:1,0.009232,0.000370,0.006573
1776783755.352853,0000000000000002:2,0.001181,0.000134,0.000867
1776783755.359399,0000000000000004:1,0.013144,0.000701,0.009411
1776783755.359431,0000000000000004:2,0.009282,0.000466,0.006637
1776783755.359458,0000000000000004:3,0.000600,0.000070,0.000441
1776783755.407448,0000000000000003:1,0.000596,0.000061,0.000436
1776783755.407483,0000000000000003:2,0.012283,0.000512,0.008752
1776783755.552026,0000000000000001:1,0.013068,0.000646,0.009341
1776783755.552073,0000000000000001:2,0.001190,0.000151,0.000878
1776783755.552093,0000000000000001:3,0.012292,0.000483,0.008749
1776783756.358498,0000000000000002:1,0.008783,-0.000449,0.006148
1776783756.358558,0000000000000002:2,0.001250,0.000069,0.000895
1776783756.373525,0000000000000004:1,0.012436,-0.000709,0.008705
1776783756.373590,0000000000000004:2,0.008733,-0.000548,0.006113
1776783756.373611,0000000000000004:3,0.000603,0.000003,0.000423
1776783756.426663,0000000000000003:1,0.000600,0.000004,0.000421
1776783756.426736,0000000000000003:2,0.011577,-0.000706,0.008104
1776783756.593186,0000000000000001:1,0.012083,-0.000985,0.008458
1776783756.593242,0000000000000001:2,0.001194,0.000004,0.000837
1776783756.593262,0000000000000001:3,0.011261,-0.001031,0.007882
1776783757.359968,0000000000000002:1,0.008475,-0.000308,0.005932
1776783757.360023,0000000000000002:2,0.001194,-0.000055,0.000836
1776783757.366808,0000000000000004:1,0.012187,-0.000249,0.008531
1776783757.366838,0000000000000004:2,0.008525,-0.000209,0.005967
1776783757.366856,0000000000000004:3,0.000629,0.000026,0.000448
1776783757.414296,0000000000000003:1,0.000629,0.000029,0.000449
1776783757.414333,0000000000000003:2,0.011427,-0.000151,0.007999
1776783757.561847,0000000000000001:1,0.012427,0.000345,0.008802
1776783757.561892,0000000000000001:2,0.001256,0.000062,0.000897
1776783757.561912,0000000000000001:3,0.011650,0.000390,0.008272
1776783758.367738,0000000000000002:1,0.008119,-0.000356,0.005683
1776783758.367793,0000000000000002:2,0.001267,0.000073,0.000909
1776783758.377746,0000000000000004:1,0.011619,-0.000567,0.008134
1776783758.377781,0000000000000004:2,0.008096,-0.000428,0.005667
1776783758.377799,0000000000000004:3,0.000641,0.000012,0.000453
1776783758.426644,0000000000000003:1,0.000621,-0.000009,0.000434
1776783758.426687,0000000000000003:2,0.010789,-0.000638,0.007552
1776783758.568724,0000000000000001:1,0.011804,-0.000623,0.008263
1776783758.568777,0000000000000001:2,0.001275,0.000019,0.000898
1776783758.568797,0000000000000001:3,0.010945,-0.000705,0.007662
1776783759.372679,0000000000000002:1,0.009141,0.001023,0.006705
1776783759.372734,0000000000000002:2,0.001511,0.000244,0.001131
1776783759.383252,0000000000000004:1,0.013179,0.001560,0.009693
1776783759.383283,0000000000000004:2,0.009136,0.001040,0.006707
1776783759.383301,0000000000000004:3,0.000759,0.000117,0.000566
1776783759.427024,0000000000000003:1,0.000766,0.000145,0.000580
1776783759.427056,0000000000000003:2,0.012235,0.001446,0.008998
1776783759.579315,0000000000000001:1,0.013042,0.001238,0.009501
1776783759.579363,0000000000000001:2,0.001483,0.000208,0.001100
1776783759.579382,0000000000000001:3,0.012133,0.001188,0.008850
1776783760.382286,0000000000000002:1,0.008137,-0.001004,0.005696
1776783760.382400,0000000000000002:2,0.001404,-0.000107,0.000983
1776783760.389232,0000000000000004:1,0.011815,-0.001364,0.008270
1776783760.389284,0000000000000004:2,0.008156,-0.000980,0.005709
1776783760.389302,0000000000000004:3,0.000715,-0.000044,0.000500
1776783760.444138,0000000000000003:1,0.000684,-0.000082,0.000479
1776783760.444187,0000000000000003:2,0.010787,-0.001448,0.007551
1776783760.592239,0000000000000001:1,0.011667,-0.001375,0.008167
1776783760.592296,0000000000000001:2,0.001433,-0.000050,0.001003
1776783760.592315,0000000000000001:3,0.010685,-0.001448,0.007480
1776783761.384038,0000000000000002:1,0.008654,0.000516,0.006212
1776783761.384093,0000000000000002:2,0.001590,0.000186,0.001169
1776783761.394153,0000000000000004:1,0.012549,0.000735,0.009005
1776783761.394186,0000000000000004:2,0.008650,0.000494,0.006203
1776783761.394220,0000000000000004:3,0.000792,0.000078,0.000578
1776783761.504013,0000000000000003:1,0.000774,0.000090,0.000568
1776783761.504066,0000000000000003:2,0.010876,0.000089,0.007640
1776783761.648978,0000000000000001:1,0.012065,0.000398,0.008565
1776783761.649024,0000000000000001:2,0.001482,0.000049,0.001052
1776783761.649044,0000000000000001:3,0.011078,0.000392,0.007872
1776783762.392660,0000000000000002:1,0.007925,-0.000728,0.005548
1776783762.392719,0000000000000002:2,0.001526,-0.000064,0.001068
1776783762.404852,0000000000000004:1,0.011547,-0.001002,0.008083
1776783762.404934,0000000000000004:2,0.007902,-0.000748,0.005531
1776783762.404959,0000000000000004:3,0.000755,-0.000038,0.000528
1776783762.454407,0000000000000003:1,0.000792,0.000018,0.000560
1776783762.454452,0000000000000003:2,0.011238,0.000362,0.007975
1776783762.601947,0000000000000001:1,0.012251,0.000186,0.008631
1776783762.601984,0000000000000001:2,0.001615,0.000133,0.001170
1776783762.602002,0000000000000001:3,0.011193,0.000116,0.007870
1776783763.400537,0000000000000002:1,0.008734,0.000809,0.006357
1776783763.400591,0000000000000002:2,0.001734,0.000208,0.001276
1776783763.414386,0000000000000004:1,0.012767,0.001220,0.009303
1776783763.414445,0000000000000004:2,0.008717,0.000815,0.006346
1776783763.414468,0000000000000004:3,0.000889,0.000134,0.000662
1776783763.467201,0000000000000003:1,0.000866,0.000074,0.000628
1776783763.467251,0000000000000003:2,0.011518,0.000281,0.008147
1776783763.617347,0000000000000001:1,0.012627,0.000376,0.008952
1776783763.617401,0000000000000001:2,0.001727,0.000112,0.001243
1776783763.617421,0000000000000001:3,0.011498,0.000304,0.008140
1776783764.405712,0000000000000002:1,0.008811,0.000077,0.006191
1776783764.405765,0000000000000002:2,0.001852,0.000118,0.001332
1776783764.419197,0000000000000004:1,0.012948,0.000180,0.009117
1776783764.419227,0000000000000004:2,0.008835,0.000118,0.006220
1776783764.419245,0000000000000004:3,0.000920,0.000031,0.000653
1776783764.469077,0000000000000003:1,0.000936,0.000070,0.000676
1776783764.491076,0000000000000003:2,0.011592,0.000073,0.008136
1776783764.635940,0000000000000001:1,0.012799,0.000171,0.009011
1776783764.635988,0000000000000001:2,0.001841,0.000113,0.001322
1776783764.636007,0000000000000001:3,0.011677,0.000180,0.008228
1776783765.418926,0000000000000002:1,0.008234,-0.000577,0.005764
1776783765.419049,0000000000000002:2,0.001784,-0.000068,0.001249
1776783765.438237,0000000000000004:1,0.012116,-0.000831,0.008481
1776783765.438353,0000000000000004:2,0.008173,-0.000662,0.005721
1776783765.438396,0000000000000004:3,0.000890,-0.000029,0.000623
1776783765.496319,0000000000000003:1,0.000880,-0.000056,0.000616
1776783765.496375,0000000000000003:2,0.011065,-0.000527,0.007745
1776783765.638149,0000000000000001:1,0.012360,-0.000439,0.008652
1776783765.638201,0000000000000001:2,0.001804,-0.000037,0.001263
1776783765.638220,0000000000000001:3,0.011140,-0.000538,0.007798
1776783766.423788,0000000000000002:1,0.008954,0.000720,0.006484
1776783766.423842,0000000000000002:2,0.002000,0.000216,0.001464
